#routeId	sign	shape	departs	stops
BX26	BEDFORD PK LEHMAN COLL via ALLERTON AV	BX260294	124,17:20:00,5;124,17:20:00,3;124,17:20:00,1	101734,0,;101735,67,;104619,121,;101737,193,;101738,230,;103538,402,;103279,446,;101726,489,;104531,542,;101727,589,;101728,660,;103641,840,;101755,945,;103518,996,;101756,1071,;101757,1150,;101759,1244,;101761,1358,;101763,1464,;101765,1560,;101767,1646,;101769,1800,;101770,1856,;101771,2314,;101772,2460,;101773,2517,;101774,2597,;100014,2700,;104087,2754,;104088,2802,;103450,2868,;803061,3000,
BX26	BEDFORD PK LEHMAN COLL via ALLERTON AV	BX260294	124,17:40:00,5;124,17:40:00,3;124,17:40:00,1	101734,0,;101735,67,;104619,121,;101737,193,;101738,230,;103538,402,;103279,446,;101726,489,;104531,542,;101727,589,;101728,660,;103641,840,;101755,945,;103518,996,;101756,1071,;101757,1150,;101759,1244,;101761,1358,;101763,1464,;101765,1560,;101767,1646,;101769,1800,;101770,1846,;101771,2221,;101772,2340,;101773,2397,;101774,2477,;100014,2580,;104087,2634,;104088,2682,;103450,2748,;803061,2880,
BX26	BEDFORD PK LEHMAN COLL via ALLERTON AV	BX260294	124,18:02:00,5;124,18:25:00,5;124,18:02:00,3;124,18:25:00,3;124,18:02:00,1;124,18:25:00,1	101734,0,;101735,55,;104619,99,;101737,158,;101738,188,;103538,329,;103279,365,;101726,400,;104531,443,;101727,482,;101728,540,;103641,720,;101755,807,;103518,850,;101756,912,;101757,978,;101759,1057,;101761,1152,;101763,1240,;101765,1320,;101767,1406,;101769,1560,;101770,1606,;101771,1981,;101772,2100,;101773,2157,;101774,2237,;100014,2340,;104087,2394,;104088,2442,;103450,2508,;803061,2640,
BX26	BEDFORD PK LEHMAN COLL via ALLERTON AV	BX260294	124,18:55:00,5;124,18:55:00,3;124,18:55:00,1	101734,0,;101735,55,;104619,99,;101737,158,;101738,188,;103538,329,;103279,365,;101726,400,;104531,443,;101727,482,;101728,540,;103641,660,;101755,747,;103518,790,;101756,852,;101757,918,;101759,997,;101761,1092,;101763,1180,;101765,1260,;101767,1346,;101769,1500,;101770,1535,;101771,1827,;101772,1920,;101773,1977,;101774,2057,;100014,2160,;104087,2214,;104088,2262,;103450,2328,;803061,2460,
BX26	BEDFORD PK LEHMAN COLL via ALLERTON AV	BX260294	124,19:55:00,5;124,19:55:00,3;124,19:55:00,1	101734,0,;101735,49,;104619,88,;101737,141,;101738,167,;103538,293,;103279,324,;101726,355,;104531,394,;101727,428,;101728,480,;103641,600,;101755,678,;103518,717,;101756,773,;101757,833,;101759,903,;101761,988,;101763,1068,;101765,1140,;101767,1205,;101769,1320,;101770,1355,;101771,1647,;101772,1740,;101773,1797,;101774,1877,;100014,1980,;104087,2023,;104088,2061,;103450,2114,;803061,2220,
BX26	BEDFORD PK LEHMAN COLL via ALLERTON AV	BX260294	124,20:25:00,5;124,20:55:00,5;124,21:25:00,5;124,21:55:00,5;124,20:25:00,3;124,20:55:00,3;124,21:25:00,3;124,21:55:00,3;124,20:25:00,1;124,20:55:00,1;124,21:25:00,1;124,21:55:00,1	101734,0,;101735,55,;104619,99,;101737,158,;101738,188,;103538,329,;103279,365,;101726,400,;104531,443,;101727,482,;101728,540,;103641,660,;101755,730,;103518,764,;101756,814,;101757,867,;101759,930,;101761,1005,;101763,1076,;101765,1140,;101767,1205,;101769,1320,;101770,1350,;101771,1601,;101772,1680,;101773,1737,;101774,1817,;100014,1920,;104087,1952,;104088,1981,;103450,2021,;803061,2100,
BX26	CO-OP CITY EARHART LANE via ALLERTON AV	BX260292	124,06:20:00,5;124,06:47:00,5;124,07:07:00,5;124,06:20:00,3;124,06:47:00,3;124,07:07:00,3;124,06:20:00,1;124,06:47:00,1;124,07:07:00,1	100723,0,;100080,118,;104085,202,;101691,300,;101692,401,;101693,469,;101694,540,;101695,597,;101696,846,;101697,900,;101699,1017,;103013,1140,;101703,1218,;101705,1298,;101707,1387,;101709,1466,;101711,1553,;101712,1600,;101713,1678,;101714,1740,;101740,1860,;103081,1907,;104532,1950,;101742,1986,;103063,2021,;103537,2042,;101729,2188,;101730,2212,;101731,2269,;101732,2340,
BX26	CO-OP CITY EARHART LANE via ALLERTON AV	BX260292	124,07:26:00,5;124,07:26:00,3;124,07:26:00,1	100723,0,;100080,118,;104085,202,;101691,300,;101692,401,;101693,469,;101694,540,;101695,606,;101696,897,;101697,960,;101699,1077,;103013,1200,;101703,1286,;101705,1374,;101707,1472,;101709,1559,;101711,1655,;101712,1706,;101713,1791,;101714,1860,;101740,1980,;103081,2027,;104532,2070,;101742,2106,;103063,2141,;103537,2162,;101729,2308,;101730,2332,;101731,2389,;101732,2460,
BX26	CO-OP CITY EARHART LANE via ALLERTON AV	BX260292	124,07:42:00,5;124,07:58:00,5;124,08:14:00,5;124,08:30:00,5;124,07:42:00,3;124,07:58:00,3;124,08:14:00,3;124,08:30:00,3;124,07:42:00,1;124,07:58:00,1;124,08:14:00,1;124,08:30:00,1	100723,0,;100080,142,;104085,242,;101691,360,;101692,461,;101693,529,;101694,600,;101695,666,;101696,957,;101697,1020,;101699,1137,;103013,1260,;101703,1346,;101705,1434,;101707,1532,;101709,1619,;101711,1715,;101712,1766,;101713,1851,;101714,1920,;101740,2040,;103081,2087,;104532,2130,;101742,2166,;103063,2201,;103537,2222,;101729,2368,;101730,2392,;101731,2449,;101732,2520,
BX26	CO-OP CITY EARHART LANE via ALLERTON AV	BX260292	124,08:46:00,5;124,08:46:00,3;124,08:46:00,1	100723,0,;100080,142,;104085,242,;101691,360,;101692,461,;101693,529,;101694,600,;101695,666,;101696,957,;101697,1020,;101699,1137,;103013,1260,;101703,1331,;101705,1402,;101707,1482,;101709,1554,;101711,1632,;101712,1674,;101713,1744,;101714,1800,;101740,1920,;103081,1967,;104532,2010,;101742,2046,;103063,2081,;103537,2102,;101729,2248,;101730,2272,;101731,2329,;101732,2400,
